,entailScore,sentence1,sentence2
810,0.0266,produce, work 
811,0.0266,produce, influence 
812,0.0266,produce, pumping 
813,0.0266,produce, drawing 
814,0.0266,produce, converted 
815,0.0266,produce, carrying 
816,0.0266,produce, movement 
817,0.0266,produce, bringing 
818,0.0266,produce, reduced 
819,0.0266,produce, mean
820,0.0153,produce,field 
821,0.0153,produce, reason 
822,0.0153,produce, existence 
823,0.0153,produce, making 
824,0.0153,produce, condition
825,0.0,breaking,tendency 
826,0.0,breaking, fundamental 
827,0.0,breaking, allowing
828,0.0,breaking,continuation 
829,0.0,breaking, gravity 
830,0.0,breaking, potential 
831,0.0,breaking, determination 
832,0.0,breaking, key
833,0.0,breaking,ratio 
834,0.0,breaking, presence 
835,0.0,breaking, characteristic 
836,0.0,breaking, dissolution 
837,0.0,breaking, effect 
838,0.0,breaking, chief 
839,0.0,breaking, second 
840,0.0,breaking, amount 
841,0.0,breaking, weathering
842,0.0011,change,emotion 
843,0.0011,change, dynamic 
844,0.0011,change, way
845,0.0,change,catalyst 
846,0.0,change, basis
847,0.0,movement,right
848,0.0,movement,imagining 
849,0.0,movement, angle 
850,0.0,movement, planting 
851,0.0,movement, practice 
852,0.0,movement, spectrum 
853,0.0,movement, height 
854,0.0,movement, allowing 
855,0.0,movement, fundamental 
856,0.0,movement, principal 
857,0.0,movement, quantity
858,0.0,movement,observer
859,1.0,convert,name 
860,1.0,convert, primary 
861,1.0,convert, expansion 
862,1.0,convert, seat 
863,1.0,convert, other 
864,1.0,convert, converts 
865,1.0,convert, converted
866,0.0,convert,second
867,0.0,convert,confusion 
868,0.0,convert, energy 
869,0.0,convert, governing 
870,0.0,convert, evaporation 
871,0.0,convert, reason 
872,0.0,convert, heating up
873,0.0,Offspring,chef 
874,0.0,Offspring, sharing 
875,0.0,Offspring, organ 
876,0.0,Offspring, essence
877,0.0,Select,emotion 
878,0.0,Select, dynamic 
879,0.0,Select, way
880,0.0,Select,catalyst 
881,0.0,Select, basis
882,0.0,passes,right 
883,0.0,passes, observer 
884,0.0,passes, focus 
885,0.0,passes, magnitude 
886,0.0,passes, current 
887,0.0,passes, second 
888,0.0,passes, edge 
889,0.0,passes, fourth 
890,0.0,passes, starting
891,0.0007,passes,considering 
892,0.0007,passes, angle 
893,0.0007,passes, inspecting 
894,0.0007,passes, power 
895,0.0007,passes, developing 
896,0.0007,passes, uncovering 
897,0.0007,passes, bouncing 
898,0.0007,passes, turned 
899,0.0007,passes, installing 
900,0.0007,passes, other 
901,0.0007,passes, key 
902,0.0007,passes, line 
903,0.0007,passes, assessment 
904,0.0007,passes, fact
905,0.0,forms,rate 
906,0.0,forms, key
907,0.0,forms,loss 
908,0.0,forms, behavior
909,0.0,exploding,emotion 
910,0.0,exploding, dynamic 
911,0.0,exploding, way
912,0.0,exploding,catalyst 
913,0.0,exploding, basis
914,0.0,reproduction,rate 
915,0.0,reproduction, key
916,0.0,reproduction,chef 
917,0.0,reproduction, sharing 
918,0.0,reproduction, organ 
919,0.0,reproduction, essence
920,0.0,rub,observer
921,0.0,rub,engine 
922,0.0,rub, magic 
923,0.0,rub, flow 
924,0.0,rub, test 
925,0.0,rub, second 
926,0.0,rub, following
927,0.0278,changes,context 
928,0.0278,changes, union 
929,0.0278,changes, base 
930,0.0278,changes, key 
931,0.0278,changes, tenant 
932,0.0278,changes, quantity
933,1.0,changes,confusion 
934,1.0,changes, energy 
935,1.0,changes, governing 
936,1.0,changes, evaporation 
937,1.0,changes, reason 
938,1.0,changes, heating up
939,0.0002,movement,context 
940,0.0002,movement, union 
941,0.0002,movement, base 
942,0.0002,movement, key 
943,0.0002,movement, tenant 
944,0.0002,movement, quantity
945,0.0,movement,confusion 
946,0.0,movement, energy 
947,0.0,movement, governing 
948,0.0,movement, evaporation 
949,0.0,movement, reason 
950,0.0,movement, heating up
951,1.0,bounces,considering 
952,1.0,bounces, angle 
953,1.0,bounces, inspecting 
954,1.0,bounces, power 
955,1.0,bounces, developing 
956,1.0,bounces, uncovering 
957,1.0,bounces, bouncing 
958,1.0,bounces, turned 
959,1.0,bounces, installing 
960,1.0,bounces, other 
961,1.0,bounces, key 
962,1.0,bounces, line 
963,1.0,bounces, assessment 
964,1.0,bounces, fact
965,0.0,bounces,index 
966,0.0,bounces, determining 
967,0.0,bounces, negative 
968,0.0,bounces, general 
969,0.0,bounces, measuring 
970,0.0,bounces, principal
971,0.0278,changing,context 
972,0.0278,changing, union 
973,0.0278,changing, base 
974,0.0278,changing, key 
975,0.0278,changing, tenant 
976,0.0278,changing, quantity
977,1.0,changing,search 
978,1.0,changing, cause 
979,1.0,changing, goal 
980,1.0,changing, offloading 
981,1.0,changing, essence 
982,1.0,changing, receipt 
983,1.0,changing, storage 
984,1.0,changing, keeping 
985,1.0,changing, current 
986,1.0,changing, second 
987,1.0,changing, converted 
988,1.0,changing, technology 
989,1.0,changing, encoding 
990,1.0,changing, software
991,1.0,changing,confusion 
992,1.0,changing, energy 
993,1.0,changing, governing 
994,1.0,changing, evaporation 
995,1.0,changing, reason 
996,1.0,changing, heating up
997,0.0001,helps,theory 
998,0.0001,helps, advantage 
999,0.0001,helps, science 
1000,0.0001,helps, second 
1001,0.0001,helps, premise
1002,0.0001,helps,impact 
1003,0.0001,helps, right 
1004,0.0001,helps, creating 
1005,0.0001,helps, relocating 
1006,0.0001,helps, investing 
1007,0.0001,helps, transferring 
1008,0.0001,helps, mapping 
1009,0.0001,helps, surface 
1010,0.0001,helps, installing 
1011,0.0001,helps, second 
1012,0.0001,helps, moving 
1013,0.0001,helps, entering 
1014,0.0001,helps, exporting 
1015,0.0001,helps, world 
1016,0.0001,helps, stirring 
1017,0.0001,helps, making
1018,0.0,helps,tattooing 
1019,0.0,helps, use
1020,0.0142,turning,temperature 
1021,0.0142,turning, reference 
1022,0.0142,turning, amount 
1023,0.0142,turning, creation 
1024,0.0142,turning, primary 
1025,0.0142,turning, rain 
1026,0.0142,turning, general 
1027,0.0142,turning, separating 
1028,0.0142,turning, deposition 
1029,0.0142,turning, site 
1030,0.0142,turning, difference
1031,0.0,turning,context 
1032,0.0,turning, union 
1033,0.0,turning, base 
1034,0.0,turning, key 
1035,0.0,turning, tenant 
1036,0.0,turning, quantity
1037,0.0,turning,search 
1038,0.0,turning, cause 
1039,0.0,turning, goal 
1040,0.0,turning, offloading 
1041,0.0,turning, essence 
1042,0.0,turning, receipt 
1043,0.0,turning, storage 
1044,0.0,turning, keeping 
1045,0.0,turning, current 
1046,0.0,turning, second 
1047,0.0,turning, converted 
1048,0.0,turning, technology 
1049,0.0,turning, encoding 
1050,0.0,turning, software
1051,0.25,turning,confusion 
1052,0.25,turning, energy 
1053,0.25,turning, governing 
1054,0.25,turning, evaporation 
1055,0.25,turning, reason 
1056,0.25,turning, heating up
1057,0.0,divide,rate 
1058,0.0,divide, key
1059,0.0,divide,truth 
1060,0.0,divide, power 
1061,0.0,divide, fourth 
1062,0.0,divide, default 
1063,0.0,divide, third 
1064,0.0,divide, basis 
1065,0.0,divide, research 
1066,0.0,divide, recharging 
1067,0.0,divide, cost 
1068,0.0,divide, key 
1069,0.0,divide, removing
1070,0.0,spoiling,emotion 
1071,0.0,spoiling, dynamic 
1072,0.0,spoiling, way
1073,0.0,spoiling,catalyst 
1074,0.0,spoiling, basis
1075,0.0001,saving,collecting 
1076,0.0001,saving, right 
1077,0.0001,saving, trend 
1078,0.0001,saving, recycling 
1079,0.0001,saving, turned 
1080,0.0001,saving, total 
1081,0.0001,saving, placing 
1082,0.0001,saving, better 
1083,0.0001,saving, dismantling 
1084,0.0001,saving, split 
1085,0.0001,saving, utilizing 
1086,0.0001,saving, repurposed 
1087,0.0001,saving, turning 
1088,0.0001,saving, replacing 
1089,0.0001,saving, standard 
1090,0.0001,saving, law 
1091,0.0001,saving, recovering 
1092,0.0001,saving, taking 
1093,0.0001,saving, converted 
1094,0.0001,saving, processed 
1095,0.0001,saving, making
1096,0.0,saving,impact 
1097,0.0,saving, premier 
1098,0.0,saving, driving 
1099,0.0,saving, determining 
1100,0.0,saving, practice 
1101,0.0,saving, key 
1102,0.0,saving, world 
1103,0.0,saving, contribution
1104,0.0,saving,context 
1105,0.0,saving, union 
1106,0.0,saving, base 
1107,0.0,saving, key 
1108,0.0,saving, tenant 
1109,0.0,saving, quantity
1110,0.0293,saving,learning 
1111,0.0293,saving, basis 
1112,0.0293,saving, managing 
1113,0.0293,saving, entering 
1114,0.0293,saving, taking 
1115,0.0293,saving, developing 
1116,0.0293,saving, value 
1117,0.0293,saving, turn 
1118,0.0293,saving, other 
1119,0.0293,saving, transformed 
1120,0.0293,saving, key 
1121,0.0293,saving, manipulating 
1122,0.0293,saving, translated 
1123,0.0293,saving, making 
1124,0.0293,saving, creating
1125,0.0159,change,putting 
1126,0.0159,change, name 
1127,0.0159,change, fourth 
1128,0.0159,change, time
1129,0.0159,life,putting 
1130,0.0159,life, name 
1131,0.0159,life, fourth 
1132,0.0159,life, time
1133,0.0,slow,removing 
1134,0.0,slow, possibility 
1135,0.0,slow, low 
1136,0.0,slow, background 
1137,0.0,slow, protecting 
1138,0.0,slow, incorporating 
1139,0.0,slow, performance 
1140,0.0,slow, total 
1141,0.0,slow, transport 
1142,0.0,slow, movement
1143,0.0,slow,region 
1144,0.0,slow, broken 
1145,0.0,slow, production 
1146,0.0,slow, result 
1147,0.0,slow, dilution 
1148,0.0,slow, transformation
1149,0.0,slow,continuation 
1150,0.0,slow, gravity 
1151,0.0,slow, potential 
1152,0.0,slow, determination 
1153,0.0,slow, key
1154,0.0,slow,ratio 
1155,0.0,slow, presence 
1156,0.0,slow, characteristic 
1157,0.0,slow, dissolution 
1158,0.0,slow, effect 
1159,0.0,slow, chief 
1160,0.0,slow, second 
1161,0.0,slow, amount 
1162,0.0,slow, weathering
1163,0.0278,change,continuation 
1164,0.0278,change, gravity 
1165,0.0278,change, potential 
1166,0.0278,change, determination 
1167,0.0278,change, key
1168,0.0198,change,making 
1169,0.0198,change, separating 
1170,0.0198,change, applying
1171,0.0,form,second
1172,0.1451,form,sharing 
1173,0.1451,form, leaf 
1174,0.1451,form, engulfing 
1175,0.1451,form, relationship 
1176,0.1451,form, primary 
1177,0.1451,form, version 
1178,0.1451,form, contrary 
1179,0.1451,form, generalized 
1180,0.1451,form, way 
1181,0.1451,form, world
1182,0.1083,moves,imagining 
1183,0.1083,moves, angle 
1184,0.1083,moves, planting 
1185,0.1083,moves, practice 
1186,0.1083,moves, spectrum 
1187,0.1083,moves, height 
1188,0.1083,moves, allowing 
1189,0.1083,moves, fundamental 
1190,0.1083,moves, principal 
1191,0.1083,moves, quantity
1192,0.2336,moves,web 
1193,0.2336,moves, revolution 
1194,0.2336,moves, resocializing 
1195,0.2336,moves, creating 
1196,0.2336,moves, checking 
1197,0.2336,moves, onset 
1198,0.2336,moves, ideal 
1199,0.2336,moves, teaching 
1200,0.2336,moves, using 
1201,0.2336,moves, answer 
1202,0.2336,moves, changing
1203,0.0,moves,velocity 
1204,0.0,moves, brand 
1205,0.0,moves, primary 
1206,0.0,moves, advantage
1207,0.1747,changing,definition 
1208,0.1747,changing, applying 
1209,0.1747,changing, leading 
1210,0.1747,changing, transferring 
1211,0.1747,changing, primary 
1212,0.1747,changing, diversion 
1213,0.1747,changing, printing 
1214,0.1747,changing, converting
1215,0.0278,changing,context 
1216,0.0278,changing, union 
1217,0.0278,changing, base 
1218,0.0278,changing, key 
1219,0.0278,changing, tenant 
1220,0.0278,changing, quantity
1221,1.0,changing,confusion 
1222,1.0,changing, energy 
1223,1.0,changing, governing 
1224,1.0,changing, evaporation 
1225,1.0,changing, reason 
1226,1.0,changing, heating up
1227,0.0351,keeps,origin 
1228,0.0351,keeps, separation 
1229,0.0351,keeps, study 
1230,0.0351,keeps, rule 
1231,0.0351,keeps, preceding 
1232,0.0351,keeps, key 
1233,0.0351,keeps, blocking
1234,0.0,keeps,search 
1235,0.0,keeps, property 
1236,0.0,keeps, relationship 
1237,0.0,keeps, dynamic 
1238,0.0,keeps, effect 
1239,0.0,keeps, resistance 
1240,0.0,keeps, second 
1241,0.0,keeps, verification 
1242,0.0,keeps, law 
1243,0.0,keeps, principal
1244,0.0,keeps,observer
1245,0.0,stored,losing
1246,0.0,stored,second
1247,0.0,stored,breaking down 
1248,0.0,stored, transforming 
1249,0.0,stored, releasing 
1250,0.0,stored, obtaining 
1251,0.0,stored, diffuses 
1252,0.0,stored, common 
1253,0.0,stored, making 
1254,0.0,stored, contribution 
1255,0.0,stored, producing 
1256,0.0,stored, extracting
1257,0.0,stored,land 
1258,0.0,stored, ratio 
1259,0.0,stored, driving 
1260,0.0,stored, determining 
1261,0.0,stored, average 
1262,0.0,stored, crop 
1263,0.0,stored, bulk 
1264,0.0,stored, answer 
1265,0.0,stored, word 
1266,0.0,stored, fact
1267,0.0,carpet,making 
1268,0.0,carpet, fixing 
1269,0.0,carpet, act
1270,0.0,carpet,collecting 
1271,0.0,carpet, right 
1272,0.0,carpet, trend 
1273,0.0,carpet, recycling 
1274,0.0,carpet, turned 
1275,0.0,carpet, total 
1276,0.0,carpet, placing 
1277,0.0,carpet, better 
1278,0.0,carpet, dismantling 
1279,0.0,carpet, split 
1280,0.0,carpet, utilizing 
1281,0.0,carpet, repurposed 
1282,0.0,carpet, turning 
1283,0.0,carpet, replacing 
1284,0.0,carpet, standard 
1285,0.0,carpet, law 
1286,0.0,carpet, recovering 
1287,0.0,carpet, taking 
1288,0.0,carpet, converted 
1289,0.0,carpet, processed 
1290,0.0,carpet, making
1291,0.0,giraffe,theory 
1292,0.0,giraffe, advantage 
1293,0.0,giraffe, science 
1294,0.0,giraffe, second 
1295,0.0,giraffe, premise
1296,0.0,giraffe,adapting 
1297,0.0,giraffe, altering 
1298,0.0,giraffe, taking 
1299,0.0,giraffe, second 
1300,0.0,giraffe, ensuring 
1301,0.0,giraffe, shifting 
1302,0.0,giraffe, adaptation 
1303,0.0,giraffe, key 
1304,0.0,giraffe, answer 
1305,0.0,giraffe, special
1306,0.0,giraffe,tattooing 
1307,0.0,giraffe, use
1308,0.0,becoming,making 
1309,0.0,becoming, separating 
1310,0.0,becoming, applying
1311,0.0,becoming,confusion 
1312,0.0,becoming, energy 
1313,0.0,becoming, governing 
1314,0.0,becoming, evaporation 
1315,0.0,becoming, reason 
1316,0.0,becoming, heating up
1317,0.0,becoming,processing
1318,0.0005,pulls,claim 
1319,0.0005,pulls, premier 
1320,0.0005,pulls, high 
1321,0.0005,pulls, rate 
1322,0.0005,pulls, front 
1323,0.0005,pulls, world 
1324,0.0005,pulls, whole
1325,0.0,pulls,gaining 
1326,0.0,pulls, scene 
1327,0.0,pulls, underlying 
1328,0.0,pulls, base 
1329,0.0,pulls, increasing 
1330,0.0,pulls, cause
1331,0.0,pulls,observer
1332,0.0,pulls,engine 
1333,0.0,pulls, magic 
1334,0.0,pulls, flow 
1335,0.0,pulls, test 
1336,0.0,pulls, second 
1337,0.0,pulls, following
1338,0.0007,passes,considering 
1339,0.0007,passes, angle 
1340,0.0007,passes, inspecting 
1341,0.0007,passes, power 
1342,0.0007,passes, developing 
1343,0.0007,passes, uncovering 
1344,0.0007,passes, bouncing 
1345,0.0007,passes, turned 
1346,0.0007,passes, installing 
1347,0.0007,passes, other 
1348,0.0007,passes, key 
1349,0.0007,passes, line 
1350,0.0007,passes, assessment 
1351,0.0007,passes, fact
1352,0.0007,passes,index 
1353,0.0007,passes, determining 
1354,0.0007,passes, negative 
1355,0.0007,passes, general 
1356,0.0007,passes, measuring 
1357,0.0007,passes, principal
1358,0.0,strikes,claim 
1359,0.0,strikes, premier 
1360,0.0,strikes, high 
1361,0.0,strikes, rate 
1362,0.0,strikes, front 
1363,0.0,strikes, world 
1364,0.0,strikes, whole
1365,0.0,strikes,market
1366,0.0,squeezing,emotion 
1367,0.0,squeezing, dynamic 
1368,0.0,squeezing, way
1369,0.0,squeezing,catalyst 
1370,0.0,squeezing, basis
1371,0.0,snake,heart 
1372,0.0,snake, play 
1373,0.0,snake, service 
1374,0.0,snake, using 
1375,0.0,snake, differing 
1376,0.0,snake, child 
1377,0.0,snake, world
1378,0.0,snake,theory 
1379,0.0,snake, advantage 
1380,0.0,snake, science 
1381,0.0,snake, second 
1382,0.0,snake, premise
1383,0.0,snake,tattooing 
1384,0.0,snake, use
1385,0.1246,change,good 
1386,0.1246,change, nature 
1387,0.1246,change, pushing 
1388,0.1246,change, favorite 
1389,0.1246,change, increase 
1390,0.1246,change, minimum 
1391,0.1246,change, converting 
1392,0.1246,change, likelihood
1393,0.1733,change,turned 
1394,0.1733,change, heating 
1395,0.1733,change, general 
1396,0.1733,change, converted 
1397,0.1733,change, using
1398,1.0,change,term 
1399,1.0,change, rise 
1400,1.0,change, result 
1401,1.0,change, changing 
1402,1.0,change, increasing 
1403,1.0,change, maintaining 
1404,1.0,change, warming
1405,1.0,change,solidified 
1406,1.0,change, leaking out
1407,0.0,spinning,imagining 
1408,0.0,spinning, angle 
1409,0.0,spinning, planting 
1410,0.0,spinning, practice 
1411,0.0,spinning, spectrum 
1412,0.0,spinning, height 
1413,0.0,spinning, allowing 
1414,0.0,spinning, fundamental 
1415,0.0,spinning, principal 
1416,0.0,spinning, quantity
1417,0.0061,spinning,web 
1418,0.0061,spinning, revolution 
1419,0.0061,spinning, resocializing 
1420,0.0061,spinning, creating 
1421,0.0061,spinning, checking 
1422,0.0061,spinning, onset 
1423,0.0061,spinning, ideal 
1424,0.0061,spinning, teaching 
1425,0.0061,spinning, using 
1426,0.0061,spinning, answer 
1427,0.0061,spinning, changing
1428,0.0,spinning,mining 
1429,0.0,spinning, supply
1430,0.0266,combined,feature
1431,0.0029,combined,breaking down 
1432,0.0029,combined, product 
1433,0.0029,combined, substance 
1434,0.0029,combined, third 
1435,0.0029,combined, basis 
1436,0.0029,combined, turned 
1437,0.0029,combined, term 
1438,0.0029,combined, other 
1439,0.0029,combined, mass 
1440,0.0029,combined, mature 
1441,0.0029,combined, total 
1442,0.0029,combined, change
1443,0.0,combined,problem 
1444,0.0,combined, way
1445,0.0,motion,observer
1446,0.0727,motion,engine 
1447,0.0727,motion, magic 
1448,0.0727,motion, flow 
1449,0.0727,motion, test 
1450,0.0727,motion, second 
1451,0.0727,motion, following
1452,0.014,moving,continuation 
1453,0.014,moving, gravity 
1454,0.014,moving, potential 
1455,0.014,moving, determination 
1456,0.014,moving, key
1457,0.0156,moving,ratio 
1458,0.0156,moving, presence 
1459,0.0156,moving, characteristic 
1460,0.0156,moving, dissolution 
1461,0.0156,moving, effect 
1462,0.0156,moving, chief 
1463,0.0156,moving, second 
1464,0.0156,moving, amount 
1465,0.0156,moving, weathering
1466,0.0,travel,solution
1467,0.0025,travel,core 
1468,0.0025,travel, layer 
1469,0.0025,travel, reference 
1470,0.0025,travel, leading 
1471,0.0025,travel, matter 
1472,0.0025,travel, fact
1473,0.0,travel,tattooing 
1474,0.0,travel, use
1475,0.0,adding,practice
1476,0.0,adding,emphasis 
1477,0.0,adding, fact 
1478,0.0,adding, crop 
1479,0.0,adding, standard
1480,0.0947,adding,definition 
1481,0.0947,adding, collecting 
1482,0.0947,adding, union 
1483,0.0947,adding, mechanism 
1484,0.0947,adding, fertilizing 
1485,0.0947,adding, injecting 
1486,0.0947,adding, norm 
1487,0.0947,adding, combining 
1488,0.0947,adding, seeding 
1489,0.0947,adding, joining
1490,0.0,refers,imagining 
1491,0.0,refers, angle 
1492,0.0,refers, planting 
1493,0.0,refers, practice 
1494,0.0,refers, spectrum 
1495,0.0,refers, height 
1496,0.0,refers, allowing 
1497,0.0,refers, fundamental 
1498,0.0,refers, principal 
1499,0.0,refers, quantity
1500,0.0,refers,web 
1501,0.0,refers, revolution 
1502,0.0,refers, resocializing 
1503,0.0,refers, creating 
1504,0.0,refers, checking 
1505,0.0,refers, onset 
1506,0.0,refers, ideal 
1507,0.0,refers, teaching 
1508,0.0,refers, using 
1509,0.0,refers, answer 
1510,0.0,refers, changing
1511,1.0,refers,temperature 
1512,1.0,refers, reference 
1513,1.0,refers, amount 
1514,1.0,refers, creation 
1515,1.0,refers, primary 
1516,1.0,refers, rain 
1517,1.0,refers, general 
1518,1.0,refers, separating 
1519,1.0,refers, deposition 
1520,1.0,refers, site 
1521,1.0,refers, difference
1522,0.0,help,characteristic
1523,0.0,help,land 
1524,0.0,help, ratio 
1525,0.0,help, driving 
1526,0.0,help, determining 
1527,0.0,help, average 
1528,0.0,help, crop 
1529,0.0,help, bulk 
1530,0.0,help, answer 
1531,0.0,help, word 
1532,0.0,help, fact
1533,0.0,help,applying 
1534,0.0,help, family 
1535,0.0,help, transferring 
1536,0.0,help, moving 
1537,0.0,help, transporting 
1538,0.0,help, key
1539,0.0,help,definition 
1540,0.0,help, collecting 
1541,0.0,help, union 
1542,0.0,help, mechanism 
1543,0.0,help, fertilizing 
1544,0.0,help, injecting 
1545,0.0,help, norm 
1546,0.0,help, combining 
1547,0.0,help, seeding 
1548,0.0,help, joining
1549,0.0,call,saving 
1550,0.0,call, characteristic 
1551,0.0,call, better 
1552,0.0,call, using 
1553,0.0,call, reduced 
1554,0.0,call, procedure
1555,0.0007,call,impact 
1556,0.0007,call, right 
1557,0.0007,call, creating 
1558,0.0007,call, relocating 
1559,0.0007,call, investing 
1560,0.0007,call, transferring 
1561,0.0007,call, mapping 
1562,0.0007,call, surface 
1563,0.0007,call, installing 
1564,0.0007,call, second 
1565,0.0007,call, moving 
1566,0.0007,call, entering 
1567,0.0007,call, exporting 
1568,0.0007,call, world 
1569,0.0007,call, stirring 
1570,0.0007,call, making
1571,0.7663,change,claim 
1572,0.7663,change, premier 
1573,0.7663,change, high 
1574,0.7663,change, rate 
1575,0.7663,change, front 
1576,0.7663,change, world 
1577,0.7663,change, whole
1578,0.6243,change,using 
1579,0.6243,change, filling 
1580,0.6243,change, swishing 
1581,0.6243,change, expanding
1582,0.0,adaptation,theory 
1583,0.0,adaptation, advantage 
1584,0.0,adaptation, science 
1585,0.0,adaptation, second 
1586,0.0,adaptation, premise
1587,0.0,adaptation,tattooing 
1588,0.0,adaptation, use
1589,0.0,burning,emotion 
1590,0.0,burning, dynamic 
1591,0.0,burning, way
1592,0.0,burning,catalyst 
1593,0.0,burning, basis
1594,0.0278,change,resonating 
1595,0.0278,change, direction 
1596,0.0278,change, applying 
1597,0.0278,change, oscillating 
1598,0.0278,change, past 
1599,0.0278,change, frequency 
1600,0.0278,change, key 
1601,0.0278,change, repeating
1602,0.031,change,putting 
1603,0.031,change, name 
1604,0.031,change, fourth 
1605,0.031,change, time
